date,obs_hours,obs_nominalrate,obs_consumption,obs_gdpdeflator,obs_gdp,obs_wages,obs_investment
1995-03-31,-42.91208145581678,1.45,-0.05542426645943621,0.539690988379693,0.10029534154465392,0.05250054094134704,1.925684803521538
1995-06-30,-43.6371380763349,1.505,0.7144390515743115,0.4796172263493048,0.040239617019133256,0.33586849151381326,-0.435840310735533
1995-09-30,-43.653756664526746,1.45,0.5586374086612889,0.49121001591414526,0.5859084245055657,0.04694411460244852,0.9411272998126052
1995-12-31,-43.68939820438067,1.43,0.3882242295126792,0.480520495039638,0.41203633833698516,0.34403085834253666,1.1545173006486635
1996-03-31,-44.28786145594541,1.3425,0.7199719011734773,0.4809722411981632,0.47538799061209724,0.6085580097634435,1.6333123070273292
1996-06-30,-43.39170051999005,1.31,1.0493196678741157,0.4129714388598771,1.37973842912541,0.4957842113749389,2.1918561935914287
1996-09-30,-42.64080086822591,1.3275,0.42210333987227067,0.32669716644804225,0.6126283149285094,0.45026065696237016,1.9126358983599496
1996-12-31,-42.43917850459826,1.32,0.6539413783377412,0.5335378510147315,0.7466282317600936,0.039095441064618264,0.7227621706860948
1997-03-31,-42.21955475389021,1.32,0.6026546486112005,0.5941482543533994,0.35155587674078337,0.5344254194496245,0.981789646150484
1997-06-30,-41.57307884995579,1.38,0.1981221617133988,0.20220545564795245,1.349558437546694,0.7125747807216892,1.4616534493498763
1997-09-30,-41.118102693630874,1.3825,1.2170747698413198,0.43269169069199975,0.9385552006539011,0.572686169623729,2.8894127638155567
1997-12-31,-41.004363078925934,1.3775,0.861789219801945,0.3279722891956993,0.5432898498969663,1.4723566797230498,-0.027580359468608664
1998-03-31,-41.3995325934672,1.38,0.5495353697583472,0.1455691810705595,0.6766915327632295,1.5192686405151645,2.0783034683687025
1998-06-30,-41.36094708447769,1.375,1.3652692436465275,0.23593247549644758,0.5960119602520408,1.012233179508909,2.5751191068136134
1998-09-30,-41.74849780589914,1.3825,0.8423196062314453,0.4291139350750761,0.9122718145230246,1.1979083226366454,1.0767199865570385
1998-12-31,-41.247086543714346,1.215,1.080199139418736,0.27536191724397696,1.2632823756750122,0.28766042414231086,2.1727589747829095
1999-03-31,-41.39350340830043,1.1825,0.5034191754975881,0.3760717516294143,0.5960665429385892,1.3817752350317543,1.144711113909097
1999-06-30,-41.831514120139595,1.1875,1.2794910087667977,0.3615404228665575,0.4158087049261683,0.03150383263668677,1.7189626323225378
1999-09-30,-41.62976486547826,1.275,0.952298704091803,0.341929942805308,0.9440905886300532,0.5506979060074524,1.4832517379654937
1999-12-31,-41.464280913929194,1.325,1.147820225091467,0.5360824133966879,1.3255559699247133,1.4527410056917072,-0.05609319124935952
2000-03-31,-40.09649525060661,1.42,1.3152111158333146,0.6780390145592285,-0.000980211958501176,2.795466414864667,2.411070535120646
2000-06-30,-40.511655375384954,1.5675,0.441835908763355,0.6041458273619682,1.4500679455587862,-0.3619478362238776,1.6266105570504812
2000-09-30,-41.059396735104684,1.63,0.6636882643562658,0.5685980972804039,-0.23060098956310116,1.3581603584362403,-0.05985173116431208
2000-12-31,-41.24218557136016,1.6175,0.5193022643584011,0.5272822853831016,0.25886658805894247,0.024390163856854996,-0.38414450006843126
2001-03-31,-41.61682015760766,1.4,0.10691431583735866,0.6091440821610838,-0.6456549108572296,1.6440803943818902,-1.5134645384373646
2001-06-30,-42.73114379278885,1.0825,-0.25617134965029154,0.6029460574437984,0.22523349503741907,-0.21729510642700817,-1.8321554022741438
2001-09-30,-43.65012657915966,0.875,-0.3555423486170217,0.4020370253937422,-0.7713548027844352,-0.2636765744036984,-1.240164957366749
2001-12-31,-44.65856164639033,0.5325,0.8652463565682167,0.32944025003480704,-0.0790407201719634,0.5858192100993989,-2.9397077498646147
2002-03-31,-45.0958936705577,0.4325,-0.1886565415026742,0.32960023868646715,0.5215951423452325,0.1269529006712261,-1.6436052437862196
2002-06-30,-44.95835808418193,0.4375,0.5686445377137472,0.35697944376007484,0.25962853002282626,0.5026071935328086,-0.7152756668622029
2002-09-30,-44.97264730338911,0.435,0.40809273294600823,0.4604520063158368,0.10128528024968553,0.0466635183816011,-1.0297176108335193
2002-12-31,-45.71933436991385,0.36,0.12955211815047774,0.5649454994339997,-0.1829966721013876,-0.30161420835789765,-0.8104273038382779
2003-03-31,-45.771743174026994,0.3125,0.38550196085879174,0.45332710409295984,0.21957995390255447,0.1566511104931098,0.4933284967675186
2003-06-30,-45.94741666414816,0.3125,0.5190565476930198,0.29338207554081563,0.5269540271599538,1.4293737713778911,1.6632893807256717
2003-09-30,-46.65139325861739,0.255,1.2058315360789496,0.5406794681818816,1.3582105190008686,0.9529342057054191,2.365478502243512
2003-12-31,-46.146556319520464,0.25,0.222501974365108,0.5894672701309389,0.820372292430871,0.7892280916959489,1.5590012035430367
2004-03-31,-46.30703843145208,0.25,0.6533825295665929,0.7412275511224031,0.2161512419704248,-0.9337424794855935,-0.4362890054798729
2004-06-30,-46.32166933724683,0.2525,0.17805126605519028,0.8127228023935729,0.4464779304958033,1.100957195723739,2.6266569961847925
2004-09-30,-46.172536780087384,0.3575,0.6432123596767703,0.6510992569919161,0.6327715467096373,1.1110827464916935,1.9887997039273742
